year,question_code,score,fundament,score_source,subcomponent
1995,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1996,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1997,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1998,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
1999,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2000,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2001,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2002,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2003,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2004,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2005,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2006,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2007,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 96/1989 do Senado Federal",Giuberti (2012),0
2008,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Giuberti (2012),0
2009,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Giuberti (2012),0
2010,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Giuberti (2012),0
2011,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2012,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2013,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2014,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2015,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2016,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2017,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2018,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2019,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2020,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2021,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2022,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
2023,ale_rest_borr,"6,66","Art. 48, XIV, da CF88 + Resolução nº 48/2007 do Senado Federal",Own,0
1990,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1991,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1992,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1993,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1994,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1995,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1996,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1997,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1998,ale_minfin_p,5,Prática informal,Giuberti (2012),0
1999,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2000,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2001,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2002,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2003,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2004,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2005,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2006,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2007,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2008,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2009,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2010,ale_minfin_p,5,Prática informal,Giuberti (2012),0
2011,ale_minfin_p,5,Prática informal,Own,0
2012,ale_minfin_p,5,Prática informal,Own,0
2013,ale_minfin_p,5,Prática informal,Own,0
2014,ale_minfin_p,5,Prática informal,Own,0
2015,ale_minfin_p,5,Prática informal,Own,0
2016,ale_minfin_p,5,Prática informal,Own,0
2017,ale_minfin_p,5,Prática informal,Own,0
2018,ale_minfin_p,5,Prática informal,Own,0
2019,ale_minfin_p,5,Prática informal,Own,0
2020,ale_minfin_p,5,Prática informal,Own,0
2021,ale_minfin_p,5,Prática informal,Own,0
2022,ale_minfin_p,5,Prática informal,Own,0
2023,ale_minfin_p,5,Prática informal,Own,0
1990,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1991,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1992,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1993,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1994,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1995,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1996,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1997,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1998,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
1999,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2000,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2001,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2002,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2003,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2004,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2005,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2006,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2007,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2008,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2009,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2010,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Giuberti (2012),0
2011,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2012,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2013,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2014,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2015,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2016,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2017,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2018,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2019,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2020,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2021,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2022,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
2023,ale_rest_am,5,"Art. 166, §3º, II, da CF88",Own,0
1990,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 50, § único da LDO do respectivo ano",Own,0
1991,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 53 da LDO do respectivo ano",Own,0
1992,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 48, §1º da LDO do respectivo ano",Own,0
1993,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 55 da LDO do respectivo ano",Own,0
1994,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 65 da LDO do respectivo ano",Own,0
1995,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 64 da LDO do respectivo ano",Own,0
1996,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 49 da LDO do respectivo ano",Own,0
1997,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 53 da LDO do respectivo ano",Own,0
1998,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 63 da LDO do respectivo ano",Own,0
1999,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 72 da LDO do respectivo ano",Own,0
2000,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 70 da LDO do respectivo ano",Own,0
2001,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 81 da LDO do respectivo ano",Own,0
2002,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 78 da LDO do respectivo ano",Own,0
2003,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 65 da LDO do respectivo ano",Own,0
2004,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 68 da LDO do respectivo ano",Own,0
2005,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 70 da LDO do respectivo ano",Own,0
2006,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 74 da LDO do respectivo ano",Own,0
2007,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 75 da LDO do respectivo ano",Own,0
2008,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 72 da LDO do respectivo ano",Own,0
2009,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 69 da LDO do respectivo ano",Own,0
2010,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 68 da LDO do respectivo ano",Own,0
2011,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 68 da LDO do respectivo ano",Own,0
2012,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 65 da LDO do respectivo ano",Own,0
2013,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 50 da LDO do respectivo ano",Own,0
2014,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 53 da LDO do respectivo ano",Own,0
2015,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 53 da LDO do respectivo ano",Own,0
2016,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 53 da LDO do respectivo ano",Own,0
2017,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 60 da LDO do respectivo ano",Own,0
2018,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 57 da LDO do respectivo ano",Own,0
2019,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 60 da LDO do respectivo ano",Own,0
2020,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 61 da LDO do respectivo ano",Own,0
2021,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 65 da LDO do respectivo ano",Own,0
2022,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 63 da LDO do respectivo ano",Own,0
2023,ale_no_app_h,5,"Art. 166, §8º, da CF88 + Art. 70 da LDO do respectivo ano",Own,0
1990,ale_exec_modif,5,Art. 11 da LOA 1990,Giuberti (2012),0
1991,ale_exec_modif,5,Art. 6º da LOA 1991,Giuberti (2012),0
1992,ale_exec_modif,5,Art. 6º da LOA 1992,Giuberti (2012),0
1993,ale_exec_modif,5,Art. 6º da LOA 1993,Giuberti (2012),0
1994,ale_exec_modif,5,Art. 6º da LOA 1994,Giuberti (2012),0
1995,ale_exec_modif,5,Art. 6º da LOA 1995,Giuberti (2012),0
1996,ale_exec_modif,5,Art. 6º da LOA 1996,Giuberti (2012),0
1997,ale_exec_modif,5,Art. 6º da LOA 1997,Giuberti (2012),0
1998,ale_exec_modif,5,Art. 6º da LOA 1998,Giuberti (2012),0
1999,ale_exec_modif,5,Art. 6º da LOA 1999,Giuberti (2012),0
2000,ale_exec_modif,5,Art. 6º da LOA 2000,Giuberti (2012),0
2001,ale_exec_modif,5,Art. 6º da LOA 2001,Giuberti (2012),0
2002,ale_exec_modif,5,Art. 6º da LOA 2002,Giuberti (2012),0
2003,ale_exec_modif,5,Art. 6º da LOA 2003,Giuberti (2012),0
2004,ale_exec_modif,5,Art. 4º da LOA 2004,Giuberti (2012),0
2005,ale_exec_modif,5,Art. 4º da LOA 2005,Giuberti (2012),0
2006,ale_exec_modif,5,Art. 4º da LOA 2006,Giuberti (2012),0
2007,ale_exec_modif,5,Art. 4º da LOA 2007,Giuberti (2012),0
2008,ale_exec_modif,5,Art. 4º da LOA 2008,Giuberti (2012),0
2009,ale_exec_modif,5,Art. 4º da LOA 2009,Giuberti (2012),0
2010,ale_exec_modif,5,Art. 4º da LOA 2010,Giuberti (2012),0
2011,ale_exec_modif,5,Art. 4º da LOA 2011,Own,0
2012,ale_exec_modif,5,Art. 4º da LOA 2012,Own,0
2013,ale_exec_modif,5,Art. 4º da LOA 2013,Own,0
2014,ale_exec_modif,5,Art. 4º da LOA 2014,Own,0
2015,ale_exec_modif,5,Art. 4º da LOA 2015,Own,0
2016,ale_exec_modif,5,Art. 4º da LOA 2016,Own,0
2017,ale_exec_modif,5,"Art. 4º, §7º, da LOA 2017",Own,0
2018,ale_exec_modif,5,"Art. 4º, §6º, da LOA 2018",Own,0
2019,ale_exec_modif,5,"Art. 4º, §6º, da LOA 2019",Own,0
2020,ale_exec_modif,5,"Art. 4º, §7º, da LOA 2020",Own,0
2021,ale_exec_modif,5,"Art. 4º, §7º, da LOA 2021",Own,0
2022,ale_exec_modif,5,"Art. 4º, §7º, da LOA 2022",Own,0
2023,ale_exec_modif,5,"Art. 4º, §7º, da LOA 2023",Own,0
1990,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1991,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1992,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1993,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1994,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1995,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1996,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1997,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1998,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
1999,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2000,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2001,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2002,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2003,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2004,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2005,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2006,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2007,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2008,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2009,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2010,ale_cut_sp,"6,66",Prática informal,Giuberti (2012),0
2011,ale_cut_sp,"6,66",Prática informal,Own,0
2012,ale_cut_sp,"6,66",Prática informal,Own,0
2013,ale_cut_sp,"6,66",Prática informal,Own,0
2014,ale_cut_sp,"6,66",Prática informal,Own,0
2015,ale_cut_sp,"6,66",Prática informal,Own,0
2016,ale_cut_sp,"6,66",Prática informal,Own,0
2017,ale_cut_sp,"6,66",Prática informal,Own,0
2018,ale_cut_sp,"6,66",Prática informal,Own,0
2019,ale_cut_sp,"6,66",Prática informal,Own,0
2020,ale_cut_sp,"6,66",Prática informal,Own,0
2021,ale_cut_sp,"6,66",Prática informal,Own,0
2022,ale_cut_sp,"6,66",Prática informal,Own,0
2023,ale_cut_sp,"6,66",Prática informal,Own,0
1990,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1991,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1992,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1993,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1994,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1995,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1996,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1997,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1998,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
1999,ale_deb_assup,0,Sem instituição,Giuberti (2012),0
2000,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2001,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2002,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2003,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2004,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2005,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2006,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2007,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2008,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2009,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2010,ale_deb_assup,"7,5",Art. 40 da LRF,Giuberti (2012),0
2011,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2012,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2013,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2014,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2015,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2016,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2017,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2018,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2019,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2020,ale_deb_assup,0,"Art. 4º, §2º, da LC nº 173/2020",Own,0
2021,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2022,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
2023,ale_deb_assup,"7,5",Art. 40 da LRF,Own,0
1990,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 94/1989 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1991,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 58/1990 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1992,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 58/1990 do Senado Federal + Resolução nº 36/1992 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1993,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 36/1992 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1994,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 11/1994 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1995,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 11/1994 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1996,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 69/1995 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1997,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 69/1995 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1998,ale_bor_aut_*,"6,25","Art. 52, V, VI, VII e IX, da CF + Resolução nº 69/1995 do Senado Federal + Resolução nº 78/1998 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
1999,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resolução nº 78/1998 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2000,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resolução nº 78/1998 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2001,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resolução nº 78/1998 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2002,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2003,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2004,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2005,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2006,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2007,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 94/1989 do Senado Federal",Giuberti (2012),0
2008,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Giuberti (2012),0
2009,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Giuberti (2012),0
2010,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Giuberti (2012),0
2011,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2012,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2013,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2014,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2015,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2016,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2017,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2018,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2019,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2020,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2021,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2022,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
2023,ale_bor_aut_*,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal | Resolução nº 48/2007 do Senado Federal",Own,0
1990,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 94/1989 do Senado Federal",Giuberti (2012),1
1991,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 58/1990 do Senado Federal",Giuberti (2012),1
1992,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 58/1990 do Senado Federal + Resolução nº 36/1992 do Senado Federal",Giuberti (2012),1
1993,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 36/1992 do Senado Federal",Giuberti (2012),1
1994,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 11/1994 do Senado Federal",Giuberti (2012),1
1995,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 11/1994 do Senado Federal",Giuberti (2012),1
1996,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 69/1995 do Senado Federal",Giuberti (2012),1
1997,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 69/1995 do Senado Federal",Giuberti (2012),1
1998,ale_bor_aut_local,5,"Art. 52, V, VI, VII e IX, da CF + Resolução nº 69/1995 do Senado Federal + Resolução nº 78/1998 do Senado Federal",Giuberti (2012),1
1999,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resolução nº 78/1998 do Senado Federal",Own,1
2000,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resolução nº 78/1998 do Senado Federal",Giuberti (2012),1
2001,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resolução nº 78/1998 do Senado Federal",Giuberti (2012),1
2002,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2003,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2004,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2005,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
2006,ale_bor_aut_local,"7,5","Art. 52, V, VI, VII e IX, da CF + Resoluções nº 40 e 43/2001 do Senado Federal",Giuberti (2012),1
